gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.NC_000913.3.+.3219493-3220873.ARO:3000024.patA	0.169252	0.0455974
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.DQ212986.+.5137-5983.ARO:3002965.vanWG	0.616826	4.87783e-16
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.JQ034306.+.0-861.ARO:3001376.TEM-196	0.277159	0.000915842
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.U00096.+.2812615-2814154.ARO:3000074.emrB	0.180656	0.0326804
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.KU254579.1.+.59421-59841.ARO:3004111.FosA6	0.267361	0.00140588
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AIIS01000002.1.-.233812-234307.ARO:3002875.dfrE	0.278025	0.000881112
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.CP000312.1.-.1756064-1757774.ARO:3003773.Clostridium	0.278025	0.000881112
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AB091338.+.173-1355.ARO:3003551.emeA	0.280186	0.000799697
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.EU487198.+.216-642.ARO:3002804.FosA2	0.265291	0.00153604
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AY928180.+.0-495.ARO:3002837.lnuC	0.273883	0.00105883
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.KF526118.+.0-1146.ARO:3001842.ACT-21	0.39177	1.69555e-06
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.DQ212986.+.7030-7795.ARO:3003069.vanXYG	0.184511	0.0290827
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.JX440356.+.754-1900.ARO:3001837.ACT-15	0.409714	4.9872e-07
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AF118110.1.-.71-1037.ARO:3003002.CfxA2	0.257422	0.00213726
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.M17124.+.1181-1982.ARO:3000498.ErmF	0.176548	0.0369212
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.DQ212986.+.5984-7034.ARO:3002909.vanG	0.71477	3.49008e-23
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.DQ679966.+.299-1493.ARO:3004042.Enterobacter	0.336528	4.79538e-05
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AM180355.+.600033-601953.ARO:3000186.tetM	0.180443	0.0328893
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.HG970103.1.+.0-1086.ARO:3003949.efrB	0.220936	0.00871051
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AF188199.+.214-1075.ARO:3000936.TEM-70	0.265291	0.00153604
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AB587082.+.0-1188.ARO:3002069.CMY-59	0.409714	4.9872e-07
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.JQ727668.+.0-375.ARO:3000823.ramA	0.178335	0.0350224
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AJ295238.3.+.163-2083.ARO:3000196.tet32	0.209435	0.0130115
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AY769933.+.0-966.ARO:3003005.CfxA4	0.581519	4.92658e-14
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AY587982.+.309-1806.ARO:3000300.lsaA	0.280186	0.000799697
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.NC_005076.+.4149-5628.ARO:3003111.lsaB	0.267361	0.00140588
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AF337947.+.271-1171.ARO:3002635.APH(2'')-IIa	0.403124	7.88227e-07
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.DQ212986.+.7787-9926.ARO:3002972.vanTG	0.280929	0.00077332
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.NC_007779.+.1621287-1621671.ARO:3000263.marA	0.336528	4.79538e-05
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.U00096.+.3415032-3418137.ARO:3000502.acrF	0.185945	0.0278335
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.U38243.+.149-1115.ARO:3003001.CfxA	0.187283	0.0267097
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.HG970100.1.+.0-1457.ARO:3003948.efrA	0.280186	0.000799697
gb.NC_002516.+.472023-473175.ARO:3000377.MexA	gb.NC_002516.2.-.1472546-1473980.ARO:3004077.PmpM	0.489118	8.68317e-10
gb.NC_002516.+.472023-473175.ARO:3000377.MexA	gb.DQ149925.1.+.188-521.ARO:3003836.qacH	0.492754	6.23282e-10
gb.NC_002516.+.472023-473175.ARO:3000377.MexA	gb.NC_006350.1.-.2147817-2150949.ARO:3002983.amrB	0.244553	0.00359133
gb.NC_002516.+.472023-473175.ARO:3000377.MexA	gb.AJ252200.+.81-1266.ARO:3003055.smeD	0.397859	1.12837e-06
gb.NC_002516.+.472023-473175.ARO:3000377.MexA	gb.JF800667.+.657-1458.ARO:3001483.OXA-205	0.489118	8.68317e-10
gb.NC_002516.+.472023-473175.ARO:3000377.MexA	gb.NC_002516.2.+.4904646-4907703.ARO:3003031.mexW	0.48133	1.74374e-09
gb.NC_002516.+.472023-473175.ARO:3000377.MexA	gb.AM087411.+.1611-2457.ARO:3002606.aadA6	0.227712	0.00681372
gb.NC_002516.+.472023-473175.ARO:3000377.MexA	gb.AFRQ01000061.1.-.23986-27124.ARO:3004144.AxyY	0.193294	0.0221261
gb.NC_002516.+.472023-473175.ARO:3000377.MexA	gb.Y11946.1.+.0-980.ARO:3002578.AAC(6')-Ib7	0.246553	0.00331861
gb.NC_002516.+.472023-473175.ARO:3000377.MexA	gb.NC_002516.+.2810008-2813197.ARO:3000804.MexF	0.293806	0.000426242
gb.NC_002516.+.472023-473175.ARO:3000377.MexA	gb.U57969.+.1485-4617.ARO:3000801.MexD	0.206737	0.014256
gb.NC_002516.+.472023-473175.ARO:3000377.MexA	gb.M80346.+.0-1656.ARO:3002817.carA	0.199604	0.0180585
gb.NC_002516.+.472023-473175.ARO:3000377.MexA	gb.LT673656.1.-.1884344-1885022.ARO:3004054.Pseudomonas	0.522573	3.52905e-11
gb.NC_002516.+.472023-473175.ARO:3000377.MexA	gb.NC_002516.2.+.179521-182569.ARO:3003681.TriC	0.397831	1.13048e-06
gb.NC_002516.+.472023-473175.ARO:3000377.MexA	gb.JQ340365.+.0-1434.ARO:3003583.basS	0.704559	2.65431e-22
gb.NC_002516.+.472023-473175.ARO:3000377.MexA	gb.DQ677333.+.0-780.ARO:3002621.aadA24	0.394869	1.37954e-06
gb.NC_002516.+.472023-473175.ARO:3000377.MexA	gb.NC_007682.+.20649-22125.ARO:3003109.msrE	0.332877	5.85537e-05
gb.NC_002516.+.472023-473175.ARO:3000377.MexA	gb.KX531044.1.+.0-1032.ARO:3003980.tetA(48)	0.704559	2.65431e-22
gb.NC_002516.+.472023-473175.ARO:3000377.MexA	gb.U97042.+.1263-4347.ARO:3003010.ceoB	0.246491	0.00332684
