gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.EU999036.+.688-1390.ARO:3002934.vanSD	0.296494	1.13484e-15
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.KU302801.+.102199-102430.ARO:3002831.vgaC	0.451926	1.56988e-36
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.L36601.+.1420-3130.ARO:3003036.oleB	0.146602	9.90758e-05
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.NC_009632.+.49744-50476.ARO:3000347.ErmA	0.209047	2.36699e-08
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.NC_000913.3.+.3219493-3220873.ARO:3000024.patA	0.239408	1.39576e-10
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AP009048.1.-.4303042-4304509.ARO:3003550.mdtP	0.413613	2.64219e-30
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AY661734.1.+.839-2195.ARO:3000026.mepA	0.169806	6.25799e-06
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.NC_003112.2.+.329612-330767.ARO:3003961.farA	0.206892	3.31457e-08
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AF170730.+.69-735.ARO:3003744.vatF	0.300204	4.80142e-16
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.DQ516954.+.0-1716.ARO:3002881.lmrC	0.604745	0
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.L20800.+.2308-4267.ARO:3000195.tetB(P)	0.501328	1.4013e-45
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AY712687.+.0-831.ARO:3002628.aad(6)	0.522605	0
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.NC_002695.+.3211891-3212506.ARO:3000832.evgA	0.530899	0
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.DQ212986.+.5137-5983.ARO:3002965.vanWG	0.677102	0
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.U05883.+.555-1458.ARO:3003559.cepA	0.316708	8.97983e-18
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.U35369.+.3182-4010.ARO:3002964.vanWB	0.523729	0
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.U00096.+.2812615-2814154.ARO:3000074.emrB	0.42182	1.42778e-31
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.JF969163.+.1053-1893.ARO:3000410.sul1	0.112851	0.00278991
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AP009048.+.2810082-2811255.ARO:3000027.emrA	0.473607	2.0173e-40
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AY769934.+.27-993.ARO:3003096.CfxA5	0.262471	1.71365e-12
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.NC_003098.1.+.866210-867410.ARO:3000822.pmrA	0.401197	1.87795e-28
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.DQ516970.+.0-1987.ARO:3002882.lmrD	0.539931	0
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.L09756.+.0-1926.ARO:3000192.tetS	0.103059	0.00635055
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.NC_005024.+.42504-43944.ARO:3002597.AAC(6')-Ie-APH(2'')-Ia	0.451715	1.70734e-36
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.KU254579.1.+.59421-59841.ARO:3004111.FosA6	0.300204	4.80142e-16
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.NC_002516.2.+.4904646-4907703.ARO:3003031.mexW	0.170884	5.45265e-06
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.NC_007907.1.-.4201992-4202691.ARO:3003728.vanRI	0.146621	9.88623e-05
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.M11036.+.0-1377.ARO:3000179.tet(L)	0.296729	1.07519e-15
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.U35369.+.177-840.ARO:3002921.vanRB	0.426088	3.0313e-32
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.FN806789.3.+.2693-3518.ARO:3003918.apmA	0.300204	4.80142e-16
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AY768532.+.0-1935.ARO:3000535.macB	0.302969	2.50897e-16
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AFRQ01000061.1.-.23986-27124.ARO:3004144.AxyY	0.211044	1.72681e-08
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.NC_003112.2.+.330790-332317.ARO:3003962.farB	0.419938	2.80785e-31
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AF313472.+.15593-16397.ARO:3002639.APH(3'')-Ib	0.448657	5.73696e-36
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.U00096.3.-.4567286-4568519.ARO:3001214.mdtM	0.423001	9.32108e-32
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.V00618.1.+.150-945.ARO:3002644.APH(3')-IIa	0.0758596	0.0448154
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AIIS01000002.1.-.233812-234307.ARO:3002875.dfrE	0.302811	2.60406e-16
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.NC_002695.1.-.4903561-4904935.ARO:3000830.cpxA	0.480893	8.57314e-42
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.KJ174469.+.710-1220.ARO:3002863.dfrA8	0.300204	4.80142e-16
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.Y11946.1.+.0-980.ARO:3002578.AAC(6')-Ib7	0.11303	0.00274662
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.NC_002516.+.4707534-4710624.ARO:3000808.mexI	0.125767	0.000853569
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.AY263404.+.0-861.ARO:3001105.SHV-48	0.300204	4.80142e-16
gb.DQ212986.+.2258-2966.ARO:3002926.vanRG	gb.FN594949.+.27481-28339.ARO:3002629.ANT(6)-Ib	0.616952	0
