vanRG	patA	0.14824	0.0401688
vanRG	mdtP	0.151218	0.0362856
vanRG	mepA	0.708955	1.24377e-30
vanRG	lmrC	0.5	1.53924e-13
vanRG	tetB(P)	0.708955	1.24377e-30
vanRG	aad(6)	0.310353	1.18155e-05
vanRG	vanWG	0.5	1.53924e-13
vanRG	emrA	0.158158	0.0284521
vanRG	pmrA	0.400682	8.46821e-09
vanRG	lmrD	0.708955	1.24377e-30
vanRG	FosA6	0.342308	1.17499e-06
vanRG	cpxA	0.377234	6.90695e-08
vanRG	ANT(6)-Ib	0.274819	0.000114467
vanRG	ErmB	0.176106	0.0145502
vanRG	emeA	0.402844	6.92032e-09
vanRG	APH(6)-Ic	0.407178	4.59673e-09
vanRG	ErmQ	0.708955	1.24377e-30
vanRG	patB	0.49471	3.0215e-13
vanRG	CblA-1	0.231296	0.00124709
vanRG	lnuC	0.301922	2.08134e-05
vanRG	tetB(46)	0.407178	4.59673e-09
vanRG	sul2	0.18201	0.0115151
vanRG	PC1	0.708955	1.24377e-30
vanRG	mefE	0.708955	1.24377e-30
vanRG	APH(3')-IIIa	0.218814	0.00229446
vanRG	gadW	0.186087	0.00975852
vanRG	tetO	0.24618	0.000577397
vanRG	msbA	0.164633	0.022495
vanRG	LlmA	0.708955	1.24377e-30
vanRG	emrY	0.212233	0.00312347
vanRG	tet44	0.214778	0.00277515
vanRG	yojI	0.198261	0.00583938
vanRG	tet(40)	0.330008	2.94693e-06
vanRG	mefA	0.157522	0.0291042
vanRG	catS	0.5	1.53924e-13
vanRG	SAT-4	0.305303	1.66206e-05
vanRG	tetM	0.401616	7.76195e-09
vanRG	efrB	0.400682	8.46821e-09
vanRG	TEM-70	0.492099	4.19707e-13
vanRG	tet(W/N/W)	0.240739	0.000769326
vanRG	tetA(P)	0.497362	2.15783e-13
vanRG	mel	0.188135	0.00896925
vanRG	tet32	0.377952	6.4926e-08
vanRG	Campylobacter	0.5	1.53924e-13
vanRG	lsaA	0.344176	1.0183e-06
vanRG	dfrF	0.198613	0.00575094
vanRG	tetW	0.237391	0.00091503
vanRG	tetA(46)	0.708955	1.24377e-30
vanRG	CfxA6	0.181665	0.0116754
vanRG	ErmG	0.407174	4.59837e-09
vanRG	vanTG	0.492099	4.19707e-13
vanRG	tetQ	0.257741	0.000307124
vanRG	efrA	0.347927	7.61788e-07
MexA	PmpM	0.317458	7.23304e-06
MexA	sdiA	0.580381	1.1157e-18
MexA	LRA-2	0.580381	1.1157e-18
MexA	BJP-1	0.405007	5.64628e-09
MexA	aadA11	0.186025	0.00978365
MexA	smeD	0.329822	2.98737e-06
MexA	smeF	0.208923	0.00363543
MexA	SRT-2	0.565034	1.37479e-17
MexA	mexW	0.2296	0.00135738
MexA	TriA	0.245835	0.000588109
MexA	catB10	0.580381	1.1157e-18
MexA	MexF	0.170525	0.0180409
MexA	smeA	0.407178	4.59673e-09
MexA	CTX-M-89	0.580381	1.1157e-18
MexA	tcr3	0.324479	4.3987e-06
MexA	FosA2	0.405007	5.64628e-09
MexA	H-NS	0.201844	0.00499232
MexA	APH(6)-Ic	0.324479	4.3987e-06
MexA	smeS	0.580381	1.1157e-18
MexA	TriC	0.36019	2.8722e-07
MexA	JOHN-1	0.580381	1.1157e-18
MexA	adeK	0.580381	1.1157e-18
MexA	emrR	0.217401	0.00245339
MexA	amrA	0.405007	5.64628e-09
MexA	Erm(38)	0.580381	1.1157e-18
MexA	mtrD	0.407178	4.59673e-09
MexA	Agrobacterium	0.580381	1.1157e-18
MexA	efpA	0.324479	4.3987e-06
MexA	CRP	0.145409	0.0441783
MexA	mtrA	0.283339	6.82423e-05
MexA	smeC	0.580381	1.1157e-18
MexA	lrfA	0.405007	5.64628e-09
MexA	ceoB	0.237454	0.000912058
MexA	OXY-6-4	0.580381	1.1157e-18
MexA	MexB	0.186354	0.0096523
MexA	vanRO	0.143625	0.0468736
MexA	AAC(6')-Ic	0.568116	8.3889e-18
MexA	rphA	0.154294	0.0326143
MexA	bacA	0.162361	0.0244496
MexA	ceoA	0.405007	5.64628e-09
MexA	Klebsiella	0.164348	0.0227323
MexA	novA	0.157151	0.0294902
MexA	Enterobacter	0.226293	0.00159856
MexA	Pseudomonas	0.405007	5.64628e-09
MexA	MuxB	0.175291	0.0150198
MexA	OprZ	0.329825	2.9867e-06
MexA	MIR-14	0.407178	4.59673e-09
